"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","unique_id","Best_match_overall_score","Best_match_highertaxa"
"102","Asparagus striatus","1","627898","Asparagus striatus","1","species","","","","De Wild.","Asparagaceae","Asparagus","Asparagus","1","striatus","striatus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531339-1","","Y","Illegitimate","Asparagus schroederi","Asparagus schroederi","Engl.","627558","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531306-1","","Asparagaceae",2,"2","wcvp","","102",false,false
"103","Balanites maughamii","1","308498","Balanites maughamii","1","species","","","","Sprague","Zygophyllaceae","Balanites","Balanites","1","maughamii","maughamii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873111-1","","Y","Accepted","Balanites maughamii","Balanites maughamii","Sprague","308498","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:873111-1","","Zygophyllaceae",1,"1","wcvp","","103",true,true
"104","Capparis tomentosa","1","578352","Capparis tomentosa","1","species","","","","Lam.","Capparaceae","Capparis","Capparis","1","tomentosa","tomentosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146824-1","","Y","Accepted","Capparis tomentosa","Capparis tomentosa","Lam.","578352","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146824-1","","Capparaceae",1,"1","wcvp","","104",true,true
"105","Cassine peragua","1","582599","Cassine peragua","1","species","","","","L.","Celastraceae","Cassine","Cassine","1","peragua","peragua","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:160100-1","","Y","Accepted","Cassine peragua","Cassine peragua","L.","582599","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:160100-1","","Celastraceae",1,"1","wcvp","","105",true,true
"106","Cheilanthes viridis","1","1096247","Cheilanthes viridis","1","species","","","","(Forssk.) Sw.","Pteridaceae","Cheilanthes","Cheilanthes","1","viridis","viridis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17068150-1","","Y","Synonym","Hemionitis viridis","Hemionitis viridis","(Forssk.) Christenh.","1372712","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77183277-1","","Pteridaceae",1,"1","wcvp","","106",true,true
"107","Crassula expansa","1","617976","Crassula expansa","1","species","","","","Aiton","Crassulaceae","Crassula","Crassula","1","expansa","expansa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273136-1","","Y","Accepted","Crassula expansa","Crassula expansa","Aiton","617976","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273136-1","","Crassulaceae",1,"1","wcvp","","107",true,true
"108","Crassula ovata","1","1577092","Crassula ovata","1","species","","","","(Mill.) Druce","Crassulaceae","Crassula","Crassula","1","ovata","ovata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273350-1","","Y","Accepted","Crassula ovata","Crassula ovata","(Mill.) Druce","1577092","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273350-1","","Crassulaceae",1,"1","wcvp","","108",true,true
"108","Crassula ovata","1","1740157","Crassula ovata","1","species","","","","E.Mey. ex Harv.","Crassulaceae","Crassula","Crassula","1","ovata","ovata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273349-1","","Y","Invalid","Crassula sarmentosa var. sarmentosa","Crassula sarmentosa","","1282000","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:106266-3","","Crassulaceae",2,"2","wcvp","","108",false,false
"109","Crassula perforata","1","618287","Crassula perforata","1","species","","","","Thunb.","Crassulaceae","Crassula","Crassula","1","perforata","perforata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273378-1","","Y","Accepted","Crassula perforata","Crassula perforata","Thunb.","618287","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273378-1","","Crassulaceae",1,"1","wcvp","","109",true,true
"109","Crassula perforata","1","1792095","Crassula perforata","1","species","","","","E.Mey. ex Harv.","Crassulaceae","Crassula","Crassula","1","perforata","perforata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273379-1","","Y","Invalid","Crassula obovata var. obovata","Crassula obovata","","1281985","variety","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77229169-1","","Crassulaceae",2,"2","wcvp","","109",false,false
"110","Crossandra greenstockii","1","619282","Crossandra greenstockii","1","species","","","","S.Moore","Acanthaceae","Crossandra","Crossandra","1","greenstockii","greenstockii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47010-1","","Y","Accepted","Crossandra greenstockii","Crossandra greenstockii","S.Moore","619282","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:47010-1","","Acanthaceae",1,"1","wcvp","","110",true,true
"111","Cynanchum ellipticum","1","625936","Cynanchum ellipticum","1","species","","","","(Harv.) R.A.Dyer","Apocynaceae","Cynanchum","Cynanchum","1","ellipticum","ellipticum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:96174-1","","Y","Accepted","Cynanchum ellipticum","Cynanchum ellipticum","(Harv.) R.A.Dyer","625936","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:96174-1","","Apocynaceae",1,"1","wcvp","","111",true,true
"112","Cynanchum viminale","1","626626","Cynanchum viminale","1","species","","","","(L.) L.","Apocynaceae","Cynanchum","Cynanchum","1","viminale","viminale","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77120427-1","","Y","Accepted","Cynanchum viminale","Cynanchum viminale","(L.) L.","626626","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77120427-1","","Apocynaceae",1,"1","wcvp","","112",true,true
"113","Dalbergia melanoxylon","1","170153","Dalbergia melanoxylon","1","species","","","","Guill. & Perr.","Fabaceae","Dalbergia","Dalbergia","1","melanoxylon","melanoxylon","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490328-1","","Y","Accepted","Dalbergia melanoxylon","Dalbergia melanoxylon","Guill. & Perr.","170153","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:490328-1","","Fabaceae",1,"1","wcvp","","113",true,true
"114","Heliotropium ciliatum","1","1199907","Heliotropium ciliatum","1","species","","","","Kaplan","Boraginaceae","Heliotropium","Heliotropium","1","ciliatum","ciliatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:116749-1","","Y","Accepted","Heliotropium ciliatum","Heliotropium ciliatum","Kaplan","1199907","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:116749-1","","Boraginaceae",1,"1","wcvp","","114",true,true
"115","Hibiscus sidiformis","1","715401","Hibiscus sidiformis","1","species","","","","Baill.","Malvaceae","Hibiscus","Hibiscus","1","sidiformis","sidiformis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:560818-1","","Y","Accepted","Hibiscus sidiformis","Hibiscus sidiformis","Baill.","715401","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:560818-1","","Malvaceae",1,"1","wcvp","","115",true,true
"116","Hypoestes forskaolii","1","1624064","Hypoestes forskaolii","1","species","","","","(Vahl) R.Br.","Acanthaceae","Hypoestes","Hypoestes","1","forskaolii","forskaolii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:941349-1","","Y","Accepted","Hypoestes forskaolii","Hypoestes forskaolii","(Vahl) R.Br.","1624064","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:941349-1","","Acanthaceae",1,"1","wcvp","","116",true,true
"117","Indigofera vicioides","1","192904","Indigofera vicioides","1","species","","","","Jaub. & Spach","Fabaceae","Indigofera","Indigofera","1","vicioides","vicioides","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500170-1","","Y","Accepted","Indigofera vicioides","Indigofera vicioides","Jaub. & Spach","192904","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:500170-1","","Fabaceae",1,"1","wcvp","","117",true,true
"118","Ipomea ficifolia","0.9752518865735","1280084","Ipomoea ficifolia","0.9752518865735","species","","","","Lindl.","Convolvulaceae","Ipomea","Ipomoea","0.85714285714286","ficifolia","ficifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:268859-1","","Y","Accepted","Ipomoea ficifolia","Ipomoea ficifolia","Lindl.","1280084","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:268859-1","","Convolvulaceae",1,"1","wcvp","","118",true,true
"118","Ipomea ficifolia","0.9752518865735","1800372","Ipomoea ficifolia","0.9752518865735","species","","","","Anon.","Convolvulaceae","Ipomea","Ipomoea","0.85714285714286","ficifolia","ficifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77242083-1","","Y","No opinion","","","","","","","","",2,"2","wcvp","","118",false,false
"118","Ipomea ficifolia","0.94190414965856","1621837","Ipomoea filifolia","0.94190414965856","species","","","","(Hook. & Arn.) G.Don","Convolvulaceae","Ipomea","Ipomoea","0.85714285714286","ficifolia","filifolia","0.88888888888889","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:268863-1","","","Synonym","Nolana filifolia","Nolana filifolia","(Hook. & Arn.) I.M.Johnst.","1013539","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:170170-2","","Solanaceae",3,"3","wcvp","","118",false,false
"118","Ipomea ficifolia","0.8995611774828","1235015","Ipomoea fissifolia","0.8995611774828","species","","","","(McPherson) Eckenw.","Convolvulaceae","Ipomea","Ipomoea","0.85714285714286","ficifolia","fissifolia","0.8","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:278832-2","","","Accepted","Ipomoea fissifolia","Ipomoea fissifolia","(McPherson) Eckenw.","1235015","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:278832-2","","Convolvulaceae",4,"4","wcvp","","118",false,false
"119","Merremia palmata","1","1280028","Merremia palmata","1","species","","","","Hallier f.","Convolvulaceae","Merremia","Merremia","1","palmata","palmata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270555-1","","Y","Accepted","Merremia palmata","Merremia palmata","Hallier f.","1280028","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270555-1","","Convolvulaceae",1,"1","wcvp","","119",true,true
"120","Pelargonium peltatum","1","461558","Pelargonium peltatum","1","species","","","","(L.) L'Hér.","Geraniaceae","Pelargonium","Pelargonium","1","peltatum","peltatum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:376728-1","","Y","Accepted","Pelargonium peltatum","Pelargonium peltatum","(L.) L'Hér.","461558","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:376728-1","","Geraniaceae",1,"1","wcvp","","120",true,true
"121","Rhoicissus tridentata","1","458541","Rhoicissus tridentata","1","species","","","","(L.f.) Wild & R.B.Drumm.","Vitaceae","Rhoicissus","Rhoicissus","1","tridentata","tridentata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:870537-1","","Y","Accepted","Rhoicissus tridentata","Rhoicissus tridentata","(L.f.) Wild & R.B.Drumm.","458541","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:870537-1","","Vitaceae",1,"1","wcvp","","121",true,true
"122","Rhynchosia totta","1","184768","Rhynchosia totta","1","species","","","","(Thunb.) DC.","Fabaceae","Rhynchosia","Rhynchosia","1","totta","totta","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517560-1","","Y","Accepted","Rhynchosia totta","Rhynchosia totta","(Thunb.) DC.","184768","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517560-1","","Fabaceae",1,"1","wcvp","","122",true,true
"123","Searsia laevigata","1","429041","Searsia laevigata","1","species","","","","(L.) F.A.Barkley","Anacardiaceae","Searsia","Searsia","1","laevigata","laevigata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71176-1","","Y","Accepted","Searsia laevigata","Searsia laevigata","(L.) F.A.Barkley","429041","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71176-1","","Anacardiaceae",1,"1","wcvp","","123",true,true
"124","Solanum campylacanthum","1","1015628","Solanum campylacanthum","1","species","","","","Hochst. ex A.Rich.","Solanaceae","Solanum","Solanum","1","campylacanthum","campylacanthum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60458980-2","","Y","Accepted","Solanum campylacanthum","Solanum campylacanthum","Hochst. ex A.Rich.","1015628","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60458980-2","","Solanaceae",1,"1","wcvp","","124",true,true
"125","Sorghum versicolor","1","892334","Sorghum versicolor","1","species","","","","Andersson","Poaceae","Sorghum","Sorghum","1","versicolor","versicolor","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422229-1","","Y","Synonym","Sarga versicolor","Sarga versicolor","(Andersson) Spangler","888599","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70027987-1","","Poaceae",1,"1","wcvp","","125",true,true
"126","Abutilon grandifolium","1","505555","Abutilon grandifolium","1","species","","","","(Willd.) Sweet","Malvaceae","Abutilon","Abutilon","1","grandifolium","grandifolium","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1026852-2","","Y","Accepted","Abutilon grandifolium","Abutilon grandifolium","(Willd.) Sweet","505555","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1026852-2","","Malvaceae",1,"1","wcvp","","126",true,true
"127","Abutilon sonneratianum","1","505905","Abutilon sonneratianum","1","species","","","","(Cav.) Sweet","Malvaceae","Abutilon","Abutilon","1","sonneratianum","sonneratianum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1153578-2","","Y","Accepted","Abutilon sonneratianum","Abutilon sonneratianum","(Cav.) Sweet","505905","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1153578-2","","Malvaceae",1,"1","wcvp","","127",true,true
"128","Aizoon pubescens","1","518380","Aizoon pubescens","1","species","","","","Eckl. & Zeyh.","Aizoaceae","Aizoon","Aizoon","1","pubescens","pubescens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322562-2","","Y","Accepted","Aizoon pubescens","Aizoon pubescens","Eckl. & Zeyh.","518380","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322562-2","","Aizoaceae",1,"1","wcvp","","128",true,true
"129","Asparagus burchellii","1","624700","Asparagus burchellii","1","species","","","","Baker","Asparagaceae","Asparagus","Asparagus","1","burchellii","burchellii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531030-1","","Y","Accepted","Asparagus burchellii","Asparagus burchellii","Baker","624700","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531030-1","","Asparagaceae",1,"1","wcvp","","129",true,true
"130","Asparagus subulatus","1","627951","Asparagus subulatus","1","species","","","","Thunb.","Asparagaceae","Asparagus","Asparagus","1","subulatus","subulatus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531345-1","","Y","Accepted","Asparagus subulatus","Asparagus subulatus","Thunb.","627951","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531345-1","","Asparagaceae",1,"1","wcvp","","130",true,true
"130","Asparagus subulatus","1","1792791","Asparagus subulatus","1","species","","","","Steud. ex Baker","Asparagaceae","Asparagus","Asparagus","1","subulatus","subulatus","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531342-1","","Y","Illegitimate","Asparagus fysonii","Asparagus fysonii","J.F.Macbr.","625638","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:531116-1","","Asparagaceae",2,"2","wcvp","","130",false,false
"131","Chascanum hederaceum","1","832330","Chascanum hederaceum","1","species","","","","(Sond.) Moldenke","Verbenaceae","Chascanum","Chascanum","1","hederaceum","hederaceum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:861642-1","","Y","Accepted","Chascanum hederaceum","Chascanum hederaceum","(Sond.) Moldenke","832330","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:861642-1","","Verbenaceae",1,"1","wcvp","","131",true,true
"132","Commelina erecta","1","353623","Commelina erecta","1","species","","","","L.","Commelinaceae","Commelina","Commelina","1","erecta","erecta","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:172048-1","","Y","Accepted","Commelina erecta","Commelina erecta","L.","353623","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:172048-1","","Commelinaceae",1,"1","wcvp","","132",true,true
"133","Corbichonia decumbens","1","612951","Corbichonia decumbens","1","species","","","","(Forssk.) Exell","Lophiocarpaceae","Corbichonia","Corbichonia","1","decumbens","decumbens","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361371-1","","Y","Accepted","Corbichonia decumbens","Corbichonia decumbens","(Forssk.) Exell","612951","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:361371-1","","Lophiocarpaceae",1,"1","wcvp","","133",true,true
"134","Crassula tetragona","1","618499","Crassula tetragona","1","species","","","","L.","Crassulaceae","Crassula","Crassula","1","tetragona","tetragona","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273543-1","","Y","Accepted","Crassula tetragona","Crassula tetragona","L.","618499","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:273543-1","","Crassulaceae",1,"1","wcvp","","134",true,true
"135","Cyperus cyperoides","1","365664","Cyperus cyperoides","1","species","","","","(L.) Kuntze","Cyperaceae","Cyperus","Cyperus","1","cyperoides","cyperoides","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:74580-2","","Y","Accepted","Cyperus cyperoides","Cyperus cyperoides","(L.) Kuntze","365664","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:74580-2","","Cyperaceae",1,"1","wcvp","","135",true,true
"136","Dovyalis zeyheri","1","916767","Dovyalis zeyheri","1","species","","","","(Sond.) Warb.","Salicaceae","Dovyalis","Dovyalis","1","zeyheri","zeyheri","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111569-1","","Y","Accepted","Dovyalis zeyheri","Dovyalis zeyheri","(Sond.) Warb.","916767","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111569-1","","Salicaceae",1,"1","wcvp","","136",true,true
"137","Ehretia amoena","1","655949","Ehretia amoena","1","species","","","","Klotzsch","Boraginaceae","Ehretia","Ehretia","1","amoena","amoena","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115966-1","","Y","Accepted","Ehretia amoena","Ehretia amoena","Klotzsch","655949","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:115966-1","","Boraginaceae",1,"1","wcvp","","137",true,true
"138","Enneapogon scoparus","0.98210117101673","858889","Enneapogon scoparius","0.98210117101673","species","","","","Stapf","Poaceae","Enneapogon","Enneapogon","1","scoparus","scoparius","0.88888888888889","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400659-1","","Y","Accepted","Enneapogon scoparius","Enneapogon scoparius","Stapf","858889","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400659-1","","Poaceae",1,"1","wcvp","","138",true,true
"139","Euphorbia mauritanica","1","954646","Euphorbia mauritanica","1","species","","","","L.","Euphorbiaceae","Euphorbia","Euphorbia","1","mauritanica","mauritanica","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:347292-1","","Y","Accepted","Euphorbia mauritanica","Euphorbia mauritanica","L.","954646","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:347292-1","","Euphorbiaceae",1,"1","wcvp","","139",true,true
"139","Euphorbia mauritanica","1","1759960","Euphorbia mauritanica","1","species","","","","Webb ex J.Gay","Euphorbiaceae","Euphorbia","Euphorbia","1","mauritanica","mauritanica","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77240937-1","","Y","Invalid","Euphorbia regis-jubae","Euphorbia regis-jubae","J.Gay","1707573","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:348024-1","","Euphorbiaceae",2,"2","wcvp","","139",false,false
"140","Gardenia volkensii","1","962626","Gardenia volkensii","1","species","","","","K.Schum.","Rubiaceae","Gardenia","Gardenia","1","volkensii","volkensii","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:751323-1","","Y","Accepted","Gardenia volkensii","Gardenia volkensii","K.Schum.","962626","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:751323-1","","Rubiaceae",1,"1","wcvp","","140",true,true
"141","Grewia flava","1","702334","Grewia flava","1","species","","","","DC.","Malvaceae","Grewia","Grewia","1","flava","flava","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834230-1","","Y","Accepted","Grewia flava","Grewia flava","DC.","702334","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834230-1","","Malvaceae",1,"1","wcvp","","141",true,true
"142","Grewia villosa","1","702797","Grewia villosa","1","species","","","","Willd.","Malvaceae","Grewia","Grewia","1","villosa","villosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834635-1","","Y","Accepted","Grewia villosa","Grewia villosa","Willd.","702797","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834635-1","","Malvaceae",1,"1","wcvp","","142",true,true
"142","Grewia villosa","1","1810490","Grewia villosa","1","species","","","","Roth","Malvaceae","Grewia","Grewia","1","villosa","villosa","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834636-1","","Y","Illegitimate","Grewia villosa","Grewia villosa","Willd.","702797","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834635-1","","Malvaceae",2,"2","wcvp","","142",false,false
"143","Hermannia althaeoides","1","1125810","Hermannia althaeoides","1","species","","","","Hurt ex Link","Malvaceae","Hermannia","Hermannia","1","althaeoides","althaeoides","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:823607-1","","Y","Accepted","Hermannia althaeoides","Hermannia althaeoides","Hurt ex Link","1125810","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:823607-1","","Malvaceae",1,"1","wcvp","","143",true,true
"144","Kyphocarpa angustifolia","0.98428510306992","1601042","Cyphocarpa angustifolia","0.98428510306992","species","","","","(Moq.) Lopr.","Amaranthaceae","Kyphocarpa","Cyphocarpa","0.9","angustifolia","angustifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60200-1","","Y","Accepted","Cyphocarpa angustifolia","Cyphocarpa angustifolia","(Moq.) Lopr.","1601042","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60200-1","","Amaranthaceae",1,"2","wcvp","[HigherTaxa]","144",true,false
"144","Kyphocarpa angustifolia","","","[No match found]","","","","","","","","Kyphocarpa","","","angustifolia","","","","","","","","","","","","","","","","","","","","","","","","","",999,"999","","","144",false,false
"145","Ledebouria revoluta","1","679380","Ledebouria revoluta","1","species","","","","(L.f.) Jessop","Asparagaceae","Ledebouria","Ledebouria","1","revoluta","revoluta","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:537323-1","","Y","Accepted","Ledebouria revoluta","Ledebouria revoluta","(L.f.) Jessop","679380","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:537323-1","","Asparagaceae",1,"1","wcvp","","145",true,true
"146","Maerua cafra","1","1273018","Maerua cafra","1","species","","","","(DC.) Pax","Capparaceae","Maerua","Maerua","1","cafra","cafra","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147666-1","","Y","Accepted","Maerua cafra","Maerua cafra","(DC.) Pax","1273018","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147666-1","","Capparaceae",1,"1","wcvp","","146",true,true
"147","Maerua parvifolia","1","370284","Maerua parvifolia","1","species","","","","Pax","Capparaceae","Maerua","Maerua","1","parvifolia","parvifolia","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147746-1","","Y","Accepted","Maerua parvifolia","Maerua parvifolia","Pax","370284","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147746-1","","Capparaceae",1,"1","wcvp","","147",true,true
"148","Ormocarpum trichocarpum","1","173975","Ormocarpum trichocarpum","1","species","","","","(Taub.) Engl.","Fabaceae","Ormocarpum","Ormocarpum","1","trichocarpum","trichocarpum","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:510655-1","","Y","Accepted","Ormocarpum trichocarpum","Ormocarpum trichocarpum","(Taub.) Engl.","173975","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:510655-1","","Fabaceae",1,"1","wcvp","","148",true,true
"149","Pappea capensis","1","465078","Pappea capensis","1","species","","","","Eckl. & Zeyh.","Sapindaceae","Pappea","Pappea","1","capensis","capensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784027-1","","Y","Accepted","Pappea capensis","Pappea capensis","Eckl. & Zeyh.","465078","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784027-1","","Sapindaceae",1,"1","wcvp","","149",true,true
"149","Pappea capensis","1","1841618","Pappea capensis","1","species","","","","Sond.","Apiaceae","Pappea","Pappea","1","capensis","capensis","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:845641-1","","Y","Illegitimate","Choritaenia capensis","Choritaenia capensis","Benth.","596464","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840345-1","","Apiaceae",2,"2","wcvp","","149",false,false
"150","Parapolydora fastigiata","1","128723","Parapolydora fastigiata","1","species","","","","(Oliv. & Hiern) H.Rob.","Asteraceae","Parapolydora","Parapolydora","1","fastigiata","fastigiata","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60440489-2","","Y","Accepted","Parapolydora fastigiata","Parapolydora fastigiata","(Oliv. & Hiern) H.Rob.","128723","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60440489-2","","Asteraceae",1,"1","wcvp","","150",true,true
